STEP 0; UNIT Opportunity; POSITION [13,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 85; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 86; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 86; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 87; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 87; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 88; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 88; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 89; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 89; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 90; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 90; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 91; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 91; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 92; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 92; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 93; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 93; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 94; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 94; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 95; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 95; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 96; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 96; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 97; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 97; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 98; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 98; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 99; UNIT Opportunity; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 99; UNIT roverlyDope; POSITION [8,9]; CURRENT TASK: Build Depot;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.BuildingRoutine; OUTCOME: COLONIZABLE; 
STEP 0; UNIT Opportunity; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 0; UNIT roverlyDope; POSITION [13,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT Opportunity; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 1; UNIT roverlyDope; POSITION [14,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 2; UNIT roverlyDope; POSITION [15,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT Opportunity; POSITION [10,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 3; UNIT roverlyDope; POSITION [14,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT Opportunity; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 4; UNIT roverlyDope; POSITION [13,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT Opportunity; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 5; UNIT roverlyDope; POSITION [12,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT Opportunity; POSITION [10,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 6; UNIT roverlyDope; POSITION [11,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT Opportunity; POSITION [11,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 7; UNIT roverlyDope; POSITION [10,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT Opportunity; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 8; UNIT roverlyDope; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 9; UNIT roverlyDope; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT Opportunity; POSITION [12,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 10; UNIT roverlyDope; POSITION [12,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT Opportunity; POSITION [11,20]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 11; UNIT roverlyDope; POSITION [13,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 12; UNIT roverlyDope; POSITION [14,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 13; UNIT roverlyDope; POSITION [14,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT Opportunity; POSITION [11,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 14; UNIT roverlyDope; POSITION [14,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT Opportunity; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 15; UNIT roverlyDope; POSITION [13,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT Opportunity; POSITION [9,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 16; UNIT roverlyDope; POSITION [13,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT Opportunity; POSITION [9,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 17; UNIT roverlyDope; POSITION [12,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT Opportunity; POSITION [8,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 18; UNIT roverlyDope; POSITION [11,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT Opportunity; POSITION [9,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 19; UNIT roverlyDope; POSITION [11,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT Opportunity; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 20; UNIT roverlyDope; POSITION [11,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT Opportunity; POSITION [11,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 21; UNIT roverlyDope; POSITION [11,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT Opportunity; POSITION [10,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 22; UNIT roverlyDope; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT Opportunity; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 23; UNIT roverlyDope; POSITION [9,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT Opportunity; POSITION [12,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 24; UNIT roverlyDope; POSITION [10,19]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT Opportunity; POSITION [12,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 25; UNIT roverlyDope; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT Opportunity; POSITION [11,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 26; UNIT roverlyDope; POSITION [9,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT Opportunity; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 27; UNIT roverlyDope; POSITION [9,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT Opportunity; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 28; UNIT roverlyDope; POSITION [9,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT Opportunity; POSITION [10,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 29; UNIT roverlyDope; POSITION [9,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT Opportunity; POSITION [11,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 30; UNIT roverlyDope; POSITION [8,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT Opportunity; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 31; UNIT roverlyDope; POSITION [8,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 32; UNIT roverlyDope; POSITION [8,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT Opportunity; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 33; UNIT roverlyDope; POSITION [7,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 34; UNIT Opportunity; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 34; UNIT roverlyDope; POSITION [6,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 35; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 35; UNIT roverlyDope; POSITION [6,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 36; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 36; UNIT roverlyDope; POSITION [7,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 37; UNIT Opportunity; POSITION [10,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 37; UNIT roverlyDope; POSITION [6,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 38; UNIT Opportunity; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 38; UNIT roverlyDope; POSITION [6,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 39; UNIT Opportunity; POSITION [11,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 39; UNIT roverlyDope; POSITION [7,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 40; UNIT Opportunity; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 40; UNIT roverlyDope; POSITION [8,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 41; UNIT Opportunity; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 41; UNIT roverlyDope; POSITION [7,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 42; UNIT Opportunity; POSITION [11,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 42; UNIT roverlyDope; POSITION [7,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 43; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 43; UNIT roverlyDope; POSITION [6,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 44; UNIT Opportunity; POSITION [11,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 44; UNIT roverlyDope; POSITION [7,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 45; UNIT Opportunity; POSITION [11,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 45; UNIT roverlyDope; POSITION [7,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 46; UNIT Opportunity; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 46; UNIT roverlyDope; POSITION [6,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 47; UNIT Opportunity; POSITION [9,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 47; UNIT roverlyDope; POSITION [7,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 48; UNIT Opportunity; POSITION [10,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 48; UNIT roverlyDope; POSITION [8,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 49; UNIT Opportunity; POSITION [10,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 49; UNIT roverlyDope; POSITION [7,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 50; UNIT Opportunity; POSITION [9,18]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 50; UNIT roverlyDope; POSITION [7,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 51; UNIT Opportunity; POSITION [10,17]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 51; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 52; UNIT Opportunity; POSITION [10,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 52; UNIT roverlyDope; POSITION [8,10]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 53; UNIT Opportunity; POSITION [10,16]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 53; UNIT roverlyDope; POSITION [9,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 54; UNIT Opportunity; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 54; UNIT roverlyDope; POSITION [8,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 55; UNIT Opportunity; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 55; UNIT roverlyDope; POSITION [8,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 56; UNIT Opportunity; POSITION [9,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 56; UNIT roverlyDope; POSITION [9,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 57; UNIT Opportunity; POSITION [9,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 57; UNIT roverlyDope; POSITION [10,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 58; UNIT Opportunity; POSITION [10,15]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 58; UNIT roverlyDope; POSITION [11,11]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 59; UNIT Opportunity; POSITION [10,14]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 59; UNIT roverlyDope; POSITION [12,12]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
STEP 60; UNIT Opportunity; POSITION [9,13]; CURRENT TASK: none;CURRENT ROUTINE com.codecool.marsexploration.logic.routine.RandomExplorationRoutine; OUTCOME: None yet; 
